Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),SCENARIO_2_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 07/15  08:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/15  09:00:00,,,,,,,,,,0.0,0.0,6408130.022872813 
 07/15  10:00:00,,,,,,,,,,0.0,0.0,6407922.077189311 
 07/15  11:00:00,,,,,,,,,,0.0,0.0,6068861.186351873 
 07/15  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/15  13:00:00,,,,,,,,,,0.0,0.0,6069197.6047787 
 07/15  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/15  15:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/15  16:00:00,,,,,,,,,,0.0,0.0,6068820.789603092 
 07/15  17:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/15  18:00:00,,,,,,,,,,0.0,0.0,6272623.486971701 
 07/15  19:00:00,,,,,,,,,,0.0,0.0,6272913.576570295 
 07/15  20:00:00,,,,,,,,,,0.0,0.0,6272822.799784537 
 07/15  21:00:00,,,,,,,,,,10128472.06318903,0.0,3339296.514321888 
 07/15  22:00:00,,,,,,,,,,42750042.54244105,0.0,6241428.438450091 
 07/15  23:00:00,,,,,,,,,,61093309.592756115,0.0,6241889.439611508 
 07/15  24:00:00,14.1421875,11.352083333333333,12.512855076017194,111.62760416666667,173.35416666666666,171.1801644481545,19.072138454716644,35448127.949230395,0.0,70370008.52018753,0.0,5582825.654117761 
 07/16  01:00:00,,,,,,,,,,73207412.1610938,0.0,3940667.9841117198 
 07/16  02:00:00,,,,,,,,,,73353846.12944366,0.0,3339296.514321888 
 07/16  03:00:00,,,,,,,,,,77898614.27351364,0.0,3339296.514321888 
 07/16  04:00:00,,,,,,,,,,86215546.18693298,0.0,5993988.919270884 
 07/16  05:00:00,,,,,,,,,,92941594.40456098,0.0,3339296.514321888 
 07/16  06:00:00,,,,,,,,,,56207543.51992039,0.0,3339296.514321888 
 07/16  07:00:00,,,,,,,,,,37769162.65607682,0.0,6241278.971751252 
 07/16  08:00:00,,,,,,,,,,0.0,0.0,6241275.949597517 
 07/16  09:00:00,,,,,,,,,,0.0,0.0,6177961.735763913 
 07/16  10:00:00,,,,,,,,,,0.0,0.0,5504663.940892227 
 07/16  11:00:00,,,,,,,,,,0.0,0.0,4345454.3672873005 
 07/16  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/16  13:00:00,,,,,,,,,,0.0,0.0,6068869.736922845 
 07/16  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/16  15:00:00,,,,,,,,,,0.0,0.0,6069196.746350577 
 07/16  16:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/16  17:00:00,,,,,,,,,,0.0,0.0,5591373.75796373 
 07/16  18:00:00,,,,,,,,,,0.0,0.0,3853089.2861573403 
 07/16  19:00:00,,,,,,,,,,0.0,0.0,6272200.376122754 
 07/16  20:00:00,,,,,,,,,,0.0,0.0,6272315.997911088 
 07/16  21:00:00,,,,,,,,,,704368.0140296245,0.0,6272432.706419267 
 07/16  22:00:00,,,,,,,,,,29037219.159047708,0.0,3339296.514321888 
 07/16  23:00:00,,,,,,,,,,56091201.29752123,0.0,6241495.777552346 
 07/16  24:00:00,14.542187499999999,10.6953125,12.389871060948666,84.68229166666667,250.84895833333334,171.15444706828748,18.936449368617335,34109366.46939646,0.0,71868583.57576954,0.0,6241774.052182615 
 07/17  01:00:00,,,,,,,,,,85200466.40455711,0.0,3339296.514321888 
 07/17  02:00:00,,,,,,,,,,97865278.43565306,0.0,3339296.514321888 
 07/17  03:00:00,,,,,,,,,,93789394.24156903,0.0,5993848.482683133 
 07/17  04:00:00,,,,,,,,,,96356198.23019585,0.0,3339296.514321888 
 07/17  05:00:00,,,,,,,,,,106663258.83633533,0.0,3339296.514321888 
 07/17  06:00:00,,,,,,,,,,93242462.36774725,0.0,3339296.514321888 
 07/17  07:00:00,,,,,,,,,,70389567.34513327,0.0,6241928.862408858 
 07/17  08:00:00,,,,,,,,,,0.0,0.0,6241276.08193776 
 07/17  09:00:00,,,,,,,,,,0.0,0.0,6408223.899784979 
 07/17  10:00:00,,,,,,,,,,0.0,0.0,6407733.034250651 
 07/17  11:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/17  12:00:00,,,,,,,,,,0.0,0.0,6068656.268032286 
 07/17  13:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/17  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/17  15:00:00,,,,,,,,,,0.0,0.0,6069225.860734897 
 07/17  16:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/17  17:00:00,,,,,,,,,,0.0,0.0,6069152.215184877 
 07/17  18:00:00,,,,,,,,,,0.0,0.0,5696477.639486061 
 07/17  19:00:00,,,,,,,,,,0.0,0.0,3915220.1040814216 
 07/17  20:00:00,,,,,,,,,,0.0,0.0,6272196.640943069 
 07/17  21:00:00,,,,,,,,,,0.0,0.0,6272341.413825104 
 07/17  22:00:00,,,,,,,,,,0.0,0.0,6241390.941353474 
 07/17  23:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/17  24:00:00,15.168750000000001,10.575000000000001,12.442610873407602,76.70833333333333,282.6197916666667,171.13076349749534,18.79542798864543,33649922.87865335,0.0,0.0,0.0,6241282.954303572 
 07/18  01:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/18  02:00:00,,,,,,,,,,0.0,0.0,5993945.784238024 
 07/18  03:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/18  04:00:00,,,,,,,,,,593444.5174554192,0.0,3339296.514321888 
 07/18  05:00:00,,,,,,,,,,2224046.637177717,0.0,3339296.514321888 
 07/18  06:00:00,,,,,,,,,,575561.7056008175,0.0,5993696.995511871 
 07/18  07:00:00,,,,,,,,,,0.0,0.0,3520608.5216462766 
 07/18  08:00:00,,,,,,,,,,0.0,0.0,6060534.42887933 
 07/18  09:00:00,,,,,,,,,,0.0,0.0,6408472.543029295 
 07/18  10:00:00,,,,,,,,,,0.0,0.0,6408325.850553928 
 07/18  11:00:00,,,,,,,,,,0.0,0.0,4678822.844575496 
 07/18  12:00:00,,,,,,,,,,0.0,0.0,4729132.550023508 
 07/18  13:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/18  14:00:00,,,,,,,,,,0.0,0.0,6068637.98215623 
 07/18  15:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/18  16:00:00,,,,,,,,,,0.0,0.0,6068699.520374635 
 07/18  17:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/18  18:00:00,,,,,,,,,,0.0,0.0,6272441.862176808 
 07/18  19:00:00,,,,,,,,,,0.0,0.0,6272947.737800075 
 07/18  20:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/18  21:00:00,,,,,,,,,,0.0,0.0,6272856.995642692 
 07/18  22:00:00,,,,,,,,,,382255.11178831826,0.0,6241423.2358924635 
 07/18  23:00:00,,,,,,,,,,234467.8963777746,0.0,6241899.825346457 
 07/18  24:00:00,15.742708333333333,13.5703125,14.410594647760187,84.609375,119.70833333333333,171.1091662046443,18.649122379937392,33428699.0667169,0.0,202306.45176418984,0.0,3339296.514321888 
 07/19  01:00:00,,,,,,,,,,133711.33213117666,0.0,5993942.813331813 
 07/19  02:00:00,,,,,,,,,,725201.5687079257,0.0,3339296.514321888 
 07/19  03:00:00,,,,,,,,,,9977179.184362112,0.0,3339296.514321888 
 07/19  04:00:00,,,,,,,,,,21254019.689501803,0.0,3659002.4240128435 
 07/19  05:00:00,,,,,,,,,,20348916.38830909,0.0,5674044.284978604 
 07/19  06:00:00,,,,,,,,,,13624836.748588452,0.0,3339296.514321888 
 07/19  07:00:00,,,,,,,,,,4217047.338185729,0.0,6241901.338246401 
 07/19  08:00:00,,,,,,,,,,0.0,0.0,4464642.466396054 
 07/19  09:00:00,,,,,,,,,,0.0,0.0,5502715.129211115 
 07/19  10:00:00,,,,,,,,,,0.0,0.0,6124452.54280111 
 07/19  11:00:00,,,,,,,,,,0.0,0.0,6069110.808656614 
 07/19  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/19  13:00:00,,,,,,,,,,0.0,0.0,6068595.397765761 
 07/19  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/19  15:00:00,,,,,,,,,,0.0,0.0,6068813.617569271 
 07/19  16:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/19  17:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/19  18:00:00,,,,,,,,,,0.0,0.0,6272893.145312514 
 07/19  19:00:00,,,,,,,,,,0.0,0.0,6272802.312113654 
 07/19  20:00:00,,,,,,,,,,0.0,0.0,6272333.976592912 
 07/19  21:00:00,,,,,,,,,,1333445.3651665407,0.0,4808329.694577407 
 07/19  22:00:00,,,,,,,,,,16646445.768259993,0.0,4787536.721880788 
 07/19  23:00:00,,,,,,,,,,37024106.97425091,0.0,6241938.535857506 
 07/19  24:00:00,15.408854166666666,13.556249999999999,14.271504498023297,76.52083333333333,81.45833333333333,171.08970451480332,18.497581989650342,35996655.63696016,0.0,26827181.449245874,0.0,6241269.575234571 
 07/20  01:00:00,,,,,,,,,,21485568.006920278,0.0,3339296.514321888 
 07/20  02:00:00,,,,,,,,,,24900045.878474694,0.0,3339296.514321888 
 07/20  03:00:00,,,,,,,,,,32589978.067368016,0.0,3339296.514321888 
 07/20  04:00:00,,,,,,,,,,28661238.59329562,0.0,5993994.51182257 
 07/20  05:00:00,,,,,,,,,,19356985.112087443,0.0,3339296.514321888 
 07/20  06:00:00,,,,,,,,,,13607779.183210589,0.0,3339296.514321888 
 07/20  07:00:00,,,,,,,,,,6458996.011194418,0.0,6241630.807152031 
 07/20  08:00:00,,,,,,,,,,0.0,0.0,6241475.770683665 
 07/20  09:00:00,,,,,,,,,,0.0,0.0,6407911.69486421 
 07/20  10:00:00,,,,,,,,,,0.0,0.0,6408487.949484693 
 07/20  11:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/20  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/20  13:00:00,,,,,,,,,,0.0,0.0,6069228.083239824 
 07/20  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/20  15:00:00,,,,,,,,,,0.0,0.0,6069154.394673921 
 07/20  16:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/20  17:00:00,,,,,,,,,,0.0,0.0,6068600.436716227 
 07/20  18:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/20  19:00:00,,,,,,,,,,0.0,0.0,6272901.546302443 
 07/20  20:00:00,,,,,,,,,,0.0,0.0,6272810.7680099085 
 07/20  21:00:00,,,,,,,,,,10894873.890932132,0.0,6272364.282352416 
 07/20  22:00:00,,,,,,,,,,33541484.81193083,0.0,3742170.8862120844 
 07/20  23:00:00,,,,,,,,,,48574938.8997787,0.0,5838797.511907918 
 07/20  24:00:00,14.818750000000001,12.736458333333331,13.569015563376169,86.65885416666667,160.65104166666666,171.0724245509707,18.340857605598952,33651856.597722255,0.0,69985995.7992983,0.0,6241574.332331456 
 07/21  01:00:00,,,,,,,,,,82348964.1204996,0.0,3339296.514321888 
 07/21  02:00:00,,,,,,,,,,83823213.87773398,0.0,3339296.514321888 
 07/21  03:00:00,,,,,,,,,,76155236.93736814,0.0,5993786.738908105 
 07/21  04:00:00,,,,,,,,,,69394599.53450054,0.0,3339296.514321888 
 07/21  05:00:00,,,,,,,,,,69275518.9605183,0.0,3339296.514321888 
 07/21  06:00:00,,,,,,,,,,55562030.48379691,0.0,5993904.799131002 
 07/21  07:00:00,,,,,,,,,,35195893.80682915,0.0,3339296.514321888 
 07/21  08:00:00,,,,,,,,,,0.0,0.0,6241296.549771873 
 07/21  09:00:00,,,,,,,,,,0.0,0.0,6407686.357753303 
 07/21  10:00:00,,,,,,,,,,0.0,0.0,6407912.492687365 
 07/21  11:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/21  12:00:00,,,,,,,,,,0.0,0.0,6069135.040593902 
 07/21  13:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/21  14:00:00,,,,,,,,,,0.0,0.0,6069174.536242075 
 07/21  15:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/21  16:00:00,,,,,,,,,,0.0,0.0,5220326.811946074 
 07/21  17:00:00,,,,,,,,,,0.0,0.0,4187634.687400787 
 07/21  18:00:00,,,,,,,,,,0.0,0.0,6272280.810649119 
 07/21  19:00:00,,,,,,,,,,0.0,0.0,4665907.814315496 
 07/21  20:00:00,,,,,,,,,,0.0,0.0,4945599.82625222 
 07/21  21:00:00,,,,,,,,,,0.0,0.0,6272491.5990195405 
 07/21  22:00:00,,,,,,,,,,0.0,0.0,6241922.689359013 
 07/21  23:00:00,,,,,,,,,,0.0,0.0,4653643.047808945 
 07/21  24:00:00,14.737499999999999,13.016666666666667,13.69594169544977,94.06770833333333,54.872395833333336,171.0573691827651,18.17900131500077,33426806.06795452,0.0,0.0,0.0,4926936.058371961 
 07/22  01:00:00,,,,,,,,,,0.0,0.0,5657277.512587585 
 07/22  02:00:00,,,,,,,,,,0.0,0.0,3675715.6229297793 
 07/22  03:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/22  04:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/22  05:00:00,,,,,,,,,,0.0,0.0,5993998.519721961 
 07/22  06:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/22  07:00:00,,,,,,,,,,0.0,0.0,6241832.706737777 
 07/22  08:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/22  09:00:00,,,,,,,,,,0.0,0.0,6407888.868832212 
 07/22  10:00:00,,,,,,,,,,0.0,0.0,6407706.571957363 
 07/22  11:00:00,,,,,,,,,,0.0,0.0,6068857.803249778 
 07/22  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/22  13:00:00,,,,,,,,,,0.0,0.0,6069197.95632771 
 07/22  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/22  15:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/22  16:00:00,,,,,,,,,,0.0,0.0,6068819.961603964 
 07/22  17:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/22  18:00:00,,,,,,,,,,0.0,0.0,6272621.056835428 
 07/22  19:00:00,,,,,,,,,,0.0,0.0,6272913.980836917 
 07/22  20:00:00,,,,,,,,,,0.0,0.0,6272375.816000283 
 07/22  21:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/22  22:00:00,,,,,,,,,,0.0,0.0,6241429.710472705 
 07/22  23:00:00,,,,,,,,,,533763.3558350068,0.0,6241886.953135055 
 07/22  24:00:00,18.674479166666668,15.334895833333334,16.53332861578875,79.59895833333333,250.73958333333334,171.04457798209702,18.01206646343271,35449828.94169761,0.0,7875469.492947331,0.0,5585623.49770825 
 07/23  01:00:00,,,,,,,,,,13753562.02609218,0.0,3938113.2349460376 
 07/23  02:00:00,,,,,,,,,,16546259.692597661,0.0,3339296.514321888 
 07/23  03:00:00,,,,,,,,,,18323031.82695786,0.0,3339296.514321888 
 07/23  04:00:00,,,,,,,,,,18707935.312807865,0.0,5993988.994781151 
 07/23  05:00:00,,,,,,,,,,15766206.163575958,0.0,3339296.514321888 
 07/23  06:00:00,,,,,,,,,,3786396.6408974663,0.0,3339296.514321888 
 07/23  07:00:00,,,,,,,,,,11417.844033325673,0.0,6241279.083365692 
 07/23  08:00:00,,,,,,,,,,0.0,0.0,6241968.526900558 
 07/23  09:00:00,,,,,,,,,,0.0,0.0,6178178.446844035 
 07/23  10:00:00,,,,,,,,,,0.0,0.0,5503939.512751751 
 07/23  11:00:00,,,,,,,,,,0.0,0.0,4346097.984189071 
 07/23  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/23  13:00:00,,,,,,,,,,0.0,0.0,6068870.126456084 
 07/23  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/23  15:00:00,,,,,,,,,,0.0,0.0,6069196.69858367 
 07/23  16:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/23  17:00:00,,,,,,,,,,0.0,0.0,5590730.012019962 
 07/23  18:00:00,,,,,,,,,,0.0,0.0,3853781.469237512 
 07/23  19:00:00,,,,,,,,,,0.0,0.0,6272200.323757177 
 07/23  20:00:00,,,,,,,,,,0.0,0.0,6272316.28355564 
 07/23  21:00:00,,,,,,,,,,0.0,0.0,6272432.8343449775 
 07/23  22:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/23  23:00:00,,,,,,,,,,0.0,0.0,6241489.881557701 
 07/23  24:00:00,17.840104166666666,15.932812500000002,16.585473636667682,95.48958333333333,78.38020833333333,171.03408718581463,17.840107614098383,34107853.21265156,0.0,0.0,0.0,6241775.496583141 
 07/24  01:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/24  02:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/24  03:00:00,,,,,,,,,,0.0,0.0,5993852.464305924 
 07/24  04:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/24  05:00:00,,,,,,,,,,1343654.373207387,0.0,3339296.514321888 
 07/24  06:00:00,,,,,,,,,,483499.40690934565,0.0,3339296.514321888 
 07/24  07:00:00,,,,,,,,,,0.0,0.0,6241928.652477503 
 07/24  08:00:00,,,,,,,,,,0.0,0.0,6241388.683883997 
 07/24  09:00:00,,,,,,,,,,0.0,0.0,6408222.939812705 
 07/24  10:00:00,,,,,,,,,,0.0,0.0,6407961.517154022 
 07/24  11:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/24  12:00:00,,,,,,,,,,0.0,0.0,6068657.21369941 
 07/24  13:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/24  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/24  15:00:00,,,,,,,,,,0.0,0.0,6069225.627734505 
 07/24  16:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/24  17:00:00,,,,,,,,,,0.0,0.0,6069151.994903192 
 07/24  18:00:00,,,,,,,,,,0.0,0.0,5693832.714835161 
 07/24  19:00:00,,,,,,,,,,0.0,0.0,3917886.760993597 
 07/24  20:00:00,,,,,,,,,,0.0,0.0,6272338.408393841 
 07/24  21:00:00,,,,,,,,,,0.0,0.0,6272419.384749377 
 07/24  22:00:00,,,,,,,,,,0.0,0.0,6241391.080201503 
 07/24  23:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/24  24:00:00,18.476041666666667,16.424478305776834,17.120852492218173,79.453125,288.4375,171.02592966529417,17.663180507501973,33650450.56514663,0.0,0.0,0.0,6241283.274191277 
 07/25  01:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/25  02:00:00,,,,,,,,,,2947193.7911024014,0.0,5993945.54014701 
 07/25  03:00:00,,,,,,,,,,9797712.839451928,0.0,3339296.514321888 
 07/25  04:00:00,,,,,,,,,,9732752.939881146,0.0,3339296.514321888 
 07/25  05:00:00,,,,,,,,,,10101412.59507085,0.0,3339296.514321888 
 07/25  06:00:00,,,,,,,,,,10050893.723453943,0.0,5993701.087479159 
 07/25  07:00:00,,,,,,,,,,1614700.3385609041,0.0,3518336.3401922234 
 07/25  08:00:00,,,,,,,,,,0.0,0.0,6062449.309535008 
 07/25  09:00:00,,,,,,,,,,0.0,0.0,6407906.769446615 
 07/25  10:00:00,,,,,,,,,,0.0,0.0,6407922.385835478 
 07/25  11:00:00,,,,,,,,,,0.0,0.0,4675829.035739848 
 07/25  12:00:00,,,,,,,,,,0.0,0.0,4732064.472474067 
 07/25  13:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/25  14:00:00,,,,,,,,,,0.0,0.0,6069148.430695416 
 07/25  15:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/25  16:00:00,,,,,,,,,,0.0,0.0,6069173.607228281 
 07/25  17:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/25  18:00:00,,,,,,,,,,0.0,0.0,6272442.91177067 
 07/25  19:00:00,,,,,,,,,,0.0,0.0,6272947.51920126 
 07/25  20:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/25  21:00:00,,,,,,,,,,0.0,0.0,6272856.651574664 
 07/25  22:00:00,,,,,,,,,,0.0,0.0,6241517.026057614 
 07/25  23:00:00,,,,,,,,,,0.0,0.0,6241902.679782462 
 07/25  24:00:00,18.821875000000002,15.663020833333336,16.752006889760292,84.6171875,257.3046875,171.0201349029201,17.481342021620744,33428426.44709832,0.0,0.0,0.0,3339296.514321888 
 07/26  01:00:00,,,,,,,,,,0.0,0.0,5993940.444998043 
 07/26  02:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/26  03:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/26  04:00:00,,,,,,,,,,647500.0201445128,0.0,3649752.189876244 
 07/26  05:00:00,,,,,,,,,,2716999.0708441967,0.0,5683300.79118789 
 07/26  06:00:00,,,,,,,,,,1421500.7501004818,0.0,3339296.514321888 
 07/26  07:00:00,,,,,,,,,,0.0,0.0,6241413.252377575 
 07/26  08:00:00,,,,,,,,,,0.0,0.0,4461320.652296314 
 07/26  09:00:00,,,,,,,,,,0.0,0.0,5503595.1589997485 
 07/26  10:00:00,,,,,,,,,,0.0,0.0,6126651.757596672 
 07/26  11:00:00,,,,,,,,,,0.0,0.0,6069106.526497638 
 07/26  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/26  13:00:00,,,,,,,,,,0.0,0.0,6068595.295434104 
 07/26  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/26  15:00:00,,,,,,,,,,0.0,0.0,6069060.69508346 
 07/26  16:00:00,,,,,,,,,,0.0,178875.48080094793,3339296.514321888 
 07/26  17:00:00,,,,,,,,,,0.0,50536.537178740524,3339296.514321888 
 07/26  18:00:00,,,,,,,,,,0.0,0.0,6272892.801615838 
 07/26  19:00:00,,,,,,,,,,0.0,0.0,6272802.003526883 
 07/26  20:00:00,,,,,,,,,,0.0,0.0,6272452.979203013 
 07/26  21:00:00,,,,,,,,,,0.0,0.0,4804739.0135989515 
 07/26  22:00:00,,,,,,,,,,0.0,0.0,4791217.456787344 
 07/26  23:00:00,,,,,,,,,,0.0,0.0,6241938.115813769 
 07/26  24:00:00,20.552604166666665,15.434375000000001,17.223666829593444,66.09375,361.109375,171.01672897537728,17.294650132663623,35996407.33882493,0.0,0.0,0.0,6241269.762828525 
 07/27  01:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/27  02:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/27  03:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/27  04:00:00,,,,,,,,,,0.0,0.0,5993994.123390682 
 07/27  05:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/27  06:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/27  07:00:00,,,,,,,,,,0.0,0.0,6241475.819991641 
 07/27  08:00:00,,,,,,,,,,0.0,0.0,6241475.8128921185 
 07/27  09:00:00,,,,,,,,,,0.0,0.0,6407892.737728937 
 07/27  10:00:00,,,,,,,,,,0.0,0.0,6407934.328748823 
 07/27  11:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/27  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/27  13:00:00,,,,,,,,,,0.0,0.0,6069227.8210750595 
 07/27  14:00:00,,,,,,,,,,0.0,4256624.674180127,3339296.514321888 
 07/27  15:00:00,,,,,,,,,,0.0,17567466.77656897,6069154.182505509 
 07/27  16:00:00,,,,,,,,,,0.0,1616559.3517661812,3339296.514321888 
 07/27  17:00:00,,,,,,,,,,0.0,0.0,6068671.373084406 
 07/27  18:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/27  19:00:00,,,,,,,,,,0.0,0.0,6272901.323736943 
 07/27  20:00:00,,,,,,,,,,0.0,0.0,6272810.523653369 
 07/27  21:00:00,,,,,,,,,,0.0,0.0,6272363.469319634 
 07/27  22:00:00,,,,,,,,,,0.0,0.0,3740283.1188731412 
 07/27  23:00:00,,,,,,,,,,0.0,0.0,5840686.61522625 
 07/27  24:00:00,20.710416666666667,16.540104166666666,17.965091014024022,65.3828125,288.0416666666667,171.01573454366007,17.103163876499316,33651263.881055094,0.0,0.0,0.0,6241573.151452238 
 07/28  01:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/28  02:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/28  03:00:00,,,,,,,,,,0.0,0.0,5993782.864986267 
 07/28  04:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/28  05:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/28  06:00:00,,,,,,,,,,0.0,0.0,5993625.700131897 
 07/28  07:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/28  08:00:00,,,,,,,,,,0.0,0.0,6241275.5994351525 
 07/28  09:00:00,,,,,,,,,,0.0,0.0,6407686.278071264 
 07/28  10:00:00,,,,,,,,,,0.0,0.0,6407849.358599432 
 07/28  11:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/28  12:00:00,,,,,,,,,,0.0,0.0,6069137.486637447 
 07/28  13:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/28  14:00:00,,,,,,,,,,0.0,0.0,6069174.370971113 
 07/28  15:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 07/28  16:00:00,,,,,,,,,,0.0,0.0,5217730.586546665 
 07/28  17:00:00,,,,,,,,,,0.0,0.0,4190230.1309785955 
 07/28  18:00:00,,,,,,,,,,0.0,0.0,6272280.367003791 
 07/28  19:00:00,,,,,,,,,,0.0,0.0,4664560.230733577 
 07/28  20:00:00,,,,,,,,,,0.0,0.0,4946947.60473389 
 07/28  21:00:00,,,,,,,,,,0.0,0.0,6272404.836124433 
 07/28  22:00:00,,,,,,,,,,0.0,0.0,6241390.812723709 
 07/28  23:00:00,,,,,,,,,,0.0,0.0,4653120.1655637715 
 07/28  24:00:00,19.60208333333333,17.35729166666667,18.108886947695023,62.15625,349.5677083333333,171.01717084967382,16.9069433108318,33425920.06107364,0.0,0.0,0.0,4927459.0148799075 
 07/29  01:00:00,,,,,,,,,,0.0,0.0,5655760.342813758 
 07/29  02:00:00,,,,,,,,,,1266529.4262003077,0.0,3677231.8477647994 
 07/29  03:00:00,,,,,,,,,,3047432.974858441,0.0,3339296.514321888 
 07/29  04:00:00,,,,,,,,,,4108097.5547967814,0.0,3339296.514321888 
 07/29  05:00:00,,,,,,,,,,16059316.036988895,0.0,5993998.462355295 
 07/29  06:00:00,,,,,,,,,,12973681.44074765,0.0,3339296.514321888 
 07/29  07:00:00,,,,,,,,,,579044.0061162794,0.0,6241500.710877185 
 07/29  08:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
