Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),SCENARIO_2_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 11/30  12:00:00,,,,,,,,,,36529149.203249425,0.0,3339296.514321888 
 11/30  13:00:00,,,,,,,,,,31915422.795812093,0.0,6069228.021166673 
 11/30  14:00:00,,,,,,,,,,31984745.252431624,0.0,3339296.514321888 
 11/30  15:00:00,,,,,,,,,,32972842.75996351,0.0,6069154.389119327 
 11/30  16:00:00,,,,,,,,,,35467002.9482191,0.0,3339296.514321888 
 11/30  17:00:00,,,,,,,,,,39229812.23081119,0.0,6068600.40386337 
 11/30  18:00:00,,,,,,,,,,36268376.35990516,0.0,3339296.514321888 
 11/30  19:00:00,,,,,,,,,,21519820.145232383,0.0,6272901.54195389 
 11/30  20:00:00,,,,,,,,,,98797936.93812759,0.0,6272810.700748824 
 11/30  21:00:00,,,,,,,,,,87960863.57066287,0.0,6272364.087085102 
 11/30  22:00:00,,,,,,,,,,91467814.42282352,0.0,3741749.79936306 
 11/30  23:00:00,,,,,,,,,,103804520.42639363,0.0,5839218.901186593 
 11/30  24:00:00,8.08125,6.234375,7.163802200451617,23.614583333333332,36.15625,175.3967406685499,-18.969315033554818,33651978.892339945,0.0,118430837.12470892,0.0,6241574.082848068 
 12/01  01:00:00,,,,,,,,,,134924897.8872635,0.0,3339296.514321888 
 12/01  02:00:00,,,,,,,,,,140050535.68690184,0.0,3339296.514321888 
 12/01  03:00:00,,,,,,,,,,137972365.50130436,0.0,5993785.875967365 
 12/01  04:00:00,,,,,,,,,,136107972.84997043,0.0,3339296.514321888 
 12/01  05:00:00,,,,,,,,,,134203034.1153276,0.0,3339296.514321888 
 12/01  06:00:00,,,,,,,,,,131183294.62074542,0.0,5993905.800116109 
 12/01  07:00:00,,,,,,,,,,132288632.52746895,0.0,3339296.514321888 
 12/01  08:00:00,,,,,,,,,,42362740.08644341,0.0,6241217.0912648365 
 12/01  09:00:00,,,,,,,,,,36513810.23799931,0.0,6407686.359712804 
 12/01  10:00:00,,,,,,,,,,27533087.54432436,0.0,6407849.0412487 
 12/01  11:00:00,,,,,,,,,,18724458.892263267,0.0,3339296.514321888 
 12/01  12:00:00,,,,,,,,,,2436878.9636132303,0.0,6069136.093546683 
 12/01  13:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 12/01  14:00:00,,,,,,,,,,0.0,0.0,6069174.475063076 
 12/01  15:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 12/01  16:00:00,,,,,,,,,,0.0,0.0,5219172.1809470765 
 12/01  17:00:00,,,,,,,,,,0.0,0.0,4188788.971356054 
 12/01  18:00:00,,,,,,,,,,1515153.498733891,0.0,6272280.609222408 
 12/01  19:00:00,,,,,,,,,,13208551.989759738,0.0,4665308.508202137 
 12/01  20:00:00,,,,,,,,,,118547355.08832332,0.0,4945916.079755165 
 12/01  21:00:00,,,,,,,,,,123944380.08016378,0.0,6272491.049191808 
 12/01  22:00:00,,,,,,,,,,121758633.71624172,0.0,6241922.785854576 
 12/01  23:00:00,,,,,,,,,,120645004.53694603,0.0,4654601.705938039 
 12/01  24:00:00,8.941666666666665,7.325520833333336,8.087593545141926,13.515625,7.583333333333333,175.31180244528665,-19.112528044932564,33426422.717105933,0.0,123338878.72213666,0.0,4925977.2874366185 
 12/02  01:00:00,,,,,,,,,,148011212.97438687,0.0,5660059.148477865 
 12/02  02:00:00,,,,,,,,,,165389402.78732383,0.0,3672935.7276276844 
 12/02  03:00:00,,,,,,,,,,167323090.09564513,0.0,3339296.514321888 
 12/02  04:00:00,,,,,,,,,,177525290.49246687,0.0,3339296.514321888 
 12/02  05:00:00,,,,,,,,,,185961648.3718821,0.0,5993998.627273178 
 12/02  06:00:00,,,,,,,,,,183887047.47751808,0.0,3339296.514321888 
 12/02  07:00:00,,,,,,,,,,181486315.3892171,0.0,6241831.887628238 
 12/02  08:00:00,,,,,,,,,,76302075.79991016,0.0,3339296.514321888 
 12/02  09:00:00,,,,,,,,,,80638352.09089354,0.0,6408132.270930093 
 12/02  10:00:00,,,,,,,,,,79166739.96389449,0.0,6407706.732791536 
 12/02  11:00:00,,,,,,,,,,64230930.216681674,0.0,6068856.551045664 
 12/02  12:00:00,,,,,,,,,,57511855.56135347,0.0,3339296.514321888 
 12/02  13:00:00,,,,,,,,,,55016634.10053048,0.0,6069198.092997039 
 12/02  14:00:00,,,,,,,,,,47327608.61483918,0.0,3339296.514321888 
 12/02  15:00:00,,,,,,,,,,50284705.29628118,0.0,3339296.514321888 
 12/02  16:00:00,,,,,,,,,,63539235.47693857,0.0,6068832.950956825 
 12/02  17:00:00,,,,,,,,,,86123532.02455753,0.0,3339296.514321888 
 12/02  18:00:00,,,,,,,,,,82927594.93260966,0.0,6272620.243750291 
 12/02  19:00:00,,,,,,,,,,91945446.70187128,0.0,6272914.112927418 
 12/02  20:00:00,,,,,,,,,,187877304.626438,0.0,6272823.292090791 
 12/02  21:00:00,,,,,,,,,,181635424.5327514,0.0,3339296.514321888 
 12/02  22:00:00,,,,,,,,,,182522685.9964695,0.0,6241430.591327757 
 12/02  23:00:00,,,,,,,,,,182584624.05104423,0.0,6241885.199268863 
 12/02  24:00:00,5.764583333333333,4.308854166666667,5.1045759131730435,18.369791666666668,9.197916666666666,175.224327011444,-19.2497944684998,35452241.2122411,0.0,188014010.53309932,0.0,5587601.410447402 
 12/03  01:00:00,,,,,,,,,,195906615.78816855,0.0,3936307.1853249473 
 12/03  02:00:00,,,,,,,,,,196119117.8785326,0.0,3339296.514321888 
 12/03  03:00:00,,,,,,,,,,205025927.04749092,0.0,3339296.514321888 
 12/03  04:00:00,,,,,,,,,,213687506.66452602,0.0,5993989.068071142 
 12/03  05:00:00,,,,,,,,,,219783735.30233032,0.0,3339296.514321888 
 12/03  06:00:00,,,,,,,,,,223659859.8222919,0.0,3339296.514321888 
 12/03  07:00:00,,,,,,,,,,222010231.26044738,0.0,6241279.154774668 
 12/03  08:00:00,,,,,,,,,,127882032.1385837,0.0,6241968.560559783 
 12/03  09:00:00,,,,,,,,,,114458357.48231995,0.0,6178350.333170664 
 12/03  10:00:00,,,,,,,,,,117995402.27245232,0.0,5504664.449988377 
 12/03  11:00:00,,,,,,,,,,118613312.24844606,0.0,4345108.839668822 
 12/03  12:00:00,,,,,,,,,,104481163.30753978,0.0,3339296.514321888 
 12/03  13:00:00,,,,,,,,,,92898231.21216664,0.0,6068869.545787685 
 12/03  14:00:00,,,,,,,,,,85224277.43228671,0.0,3339296.514321888 
 12/03  15:00:00,,,,,,,,,,79346359.13987893,0.0,6069196.771991838 
 12/03  16:00:00,,,,,,,,,,76451168.13394397,0.0,3339296.514321888 
 12/03  17:00:00,,,,,,,,,,78300080.19018711,0.0,5591719.357418338 
 12/03  18:00:00,,,,,,,,,,79891781.34310997,0.0,3852717.6930375323 
 12/03  19:00:00,,,,,,,,,,80111189.51143616,0.0,6272200.404580705 
 12/03  20:00:00,,,,,,,,,,171038791.28163394,0.0,6272316.01873422 
 12/03  21:00:00,,,,,,,,,,166429500.5392496,0.0,6272782.633132031 
 12/03  22:00:00,,,,,,,,,,164289655.93812943,0.0,3339296.514321888 
 12/03  23:00:00,,,,,,,,,,163044776.38527474,0.0,6241495.355467923 
 12/03  24:00:00,4.740104166666667,4.108854166666667,4.44157298642486,19.53125,6.333333333333333,175.13439627526725,-19.381053994620906,34106396.26086704,0.0,162652705.1753649,0.0,6241774.702849345 
 12/04  01:00:00,,,,,,,,,,162211606.234147,0.0,3339296.514321888 
 12/04  02:00:00,,,,,,,,,,164111401.39284587,0.0,3339296.514321888 
 12/04  03:00:00,,,,,,,,,,164154020.0398312,0.0,5993850.271563362 
 12/04  04:00:00,,,,,,,,,,162120745.97646695,0.0,3339296.514321888 
 12/04  05:00:00,,,,,,,,,,162377577.36340377,0.0,3339296.514321888 
 12/04  06:00:00,,,,,,,,,,164053687.48517933,0.0,3339296.514321888 
 12/04  07:00:00,,,,,,,,,,170029505.76736724,0.0,6241928.756650751 
 12/04  08:00:00,,,,,,,,,,80915775.2951038,0.0,6241276.156484563 
 12/04  09:00:00,,,,,,,,,,85712245.41778377,0.0,6408222.9345583245 
 12/04  10:00:00,,,,,,,,,,88619958.56473653,0.0,6407732.721630668 
 12/04  11:00:00,,,,,,,,,,89141855.14830852,0.0,3339296.514321888 
 12/04  12:00:00,,,,,,,,,,88346545.05075392,0.0,6068656.888017364 
 12/04  13:00:00,,,,,,,,,,84514607.4303995,0.0,3339296.514321888 
 12/04  14:00:00,,,,,,,,,,82719168.83497345,0.0,3339296.514321888 
 12/04  15:00:00,,,,,,,,,,84086186.47794876,0.0,6069225.72936645 
 12/04  16:00:00,,,,,,,,,,86147258.16108605,0.0,3339296.514321888 
 12/04  17:00:00,,,,,,,,,,89340247.60074112,0.0,6069152.089987669 
 12/04  18:00:00,,,,,,,,,,90915966.1220351,0.0,5695343.693929341 
 12/04  19:00:00,,,,,,,,,,92239440.41929686,0.0,3916353.4645402352 
 12/04  20:00:00,,,,,,,,,,190997179.40914145,0.0,6272087.031235177 
 12/04  21:00:00,,,,,,,,,,194088296.54457653,0.0,6272342.068832556 
 12/04  22:00:00,,,,,,,,,,194109482.2351543,0.0,6241922.194845176 
 12/04  23:00:00,,,,,,,,,,192802743.70825392,0.0,3339296.514321888 
 12/04  24:00:00,5.457291666666666,3.954166666666666,4.75569837658192,14.229166666666666,4.802083333333333,175.04209558840068,-19.506248435554145,33650303.4047606,0.0,194783502.3749317,0.0,6241283.204154344 
 12/05  01:00:00,,,,,,,,,,195908967.76977235,0.0,3339296.514321888 
 12/05  02:00:00,,,,,,,,,,193298132.49873775,0.0,5993945.598050825 
 12/05  03:00:00,,,,,,,,,,192781046.7732821,0.0,3339296.514321888 
 12/05  04:00:00,,,,,,,,,,193290054.43404904,0.0,3339296.514321888 
 12/05  05:00:00,,,,,,,,,,191994925.32316753,0.0,3339296.514321888 
 12/05  06:00:00,,,,,,,,,,191153406.66207504,0.0,5993700.176688889 
 12/05  07:00:00,,,,,,,,,,191911384.46310067,0.0,3518840.3329185857 
 12/05  08:00:00,,,,,,,,,,99492939.34904039,0.0,6061386.752070671 
 12/05  09:00:00,,,,,,,,,,100928705.81400624,0.0,6408472.5995119605 
 12/05  10:00:00,,,,,,,,,,97049173.15673098,0.0,6408325.891699264 
 12/05  11:00:00,,,,,,,,,,88956259.6931538,0.0,4679977.1861868445 
 12/05  12:00:00,,,,,,,,,,85792861.94119039,0.0,4727916.116045589 
 12/05  13:00:00,,,,,,,,,,86118271.30991174,0.0,3339296.514321888 
 12/05  14:00:00,,,,,,,,,,86435098.59734964,0.0,6069144.939441113 
 12/05  15:00:00,,,,,,,,,,85564967.11022733,0.0,3339296.514321888 
 12/05  16:00:00,,,,,,,,,,86266700.48776352,0.0,6069173.852791255 
 12/05  17:00:00,,,,,,,,,,87137298.52248177,0.0,3339296.514321888 
 12/05  18:00:00,,,,,,,,,,87295856.4481727,0.0,6272441.722407749 
 12/05  19:00:00,,,,,,,,,,87419319.53500327,0.0,6272947.778007628 
 12/05  20:00:00,,,,,,,,,,180617960.34545603,0.0,3339296.514321888 
 12/05  21:00:00,,,,,,,,,,181847772.44732803,0.0,6272856.970767729 
 12/05  22:00:00,,,,,,,,,,181220533.62094384,0.0,6241423.166290384 
 12/05  23:00:00,,,,,,,,,,176790565.06389114,0.0,6241899.980386417 
 12/05  24:00:00,5.0921875000000005,3.802083333333334,4.500462138438164,15.859375,33.083333333333336,174.9475136425577,-19.625321786101,33428704.813592933,0.0,172583410.80526328,0.0,3339296.514321888 
 12/06  01:00:00,,,,,,,,,,166147010.50536004,0.0,5993942.790861309 
 12/06  02:00:00,,,,,,,,,,150381162.61300954,0.0,3339296.514321888 
 12/06  03:00:00,,,,,,,,,,128883409.9001401,0.0,3339296.514321888 
 12/06  04:00:00,,,,,,,,,,114952891.29508945,0.0,3658499.6445883885 
 12/06  05:00:00,,,,,,,,,,109166266.57589923,0.0,5674547.405499084 
 12/06  06:00:00,,,,,,,,,,114468023.34110877,0.0,3339296.514321888 
 12/06  07:00:00,,,,,,,,,,127033267.87399514,0.0,6241901.327829836 
 12/06  08:00:00,,,,,,,,,,52395233.948705286,0.0,4464075.924270824 
 12/06  09:00:00,,,,,,,,,,62564324.65000798,0.0,5503555.077956099 
 12/06  10:00:00,,,,,,,,,,69345713.76203907,0.0,6124179.442890437 
 12/06  11:00:00,,,,,,,,,,69231169.65665923,0.0,6069111.370992221 
 12/06  12:00:00,,,,,,,,,,58453604.849391915,0.0,3339296.514321888 
 12/06  13:00:00,,,,,,,,,,57696421.30043152,0.0,6068595.420198334 
 12/06  14:00:00,,,,,,,,,,70791202.49753611,0.0,3339296.514321888 
 12/06  15:00:00,,,,,,,,,,84062186.06261212,0.0,6069056.092027109 
 12/06  16:00:00,,,,,,,,,,107131938.72676036,0.0,3339296.514321888 
 12/06  17:00:00,,,,,,,,,,122260301.19043455,0.0,3339296.514321888 
 12/06  18:00:00,,,,,,,,,,132865697.87144643,0.0,6272893.180295259 
 12/06  19:00:00,,,,,,,,,,146325395.12072304,0.0,6272802.367534943 
 12/06  20:00:00,,,,,,,,,,250806075.32975844,0.0,6272333.999918904 
 12/06  21:00:00,,,,,,,,,,259039717.76193458,0.0,4808373.35833277 
 12/06  22:00:00,,,,,,,,,,264430369.35299292,0.0,4787493.512680739 
 12/06  23:00:00,,,,,,,,,,269125265.66903746,0.0,6241938.541992594 
 12/06  24:00:00,5.258333333333333,1.2124999999999997,3.754109123103955,14.630208333333334,62.572916666666664,174.85074235944379,-19.73822028317224,35996875.46166464,0.0,276585466.6203927,0.0,6241269.576341721 
 12/07  01:00:00,,,,,,,,,,308273309.32672733,0.0,3339296.514321888 
 12/07  02:00:00,,,,,,,,,,335283565.9627545,0.0,3339296.514321888 
 12/07  03:00:00,,,,,,,,,,342366549.88941705,0.0,3339296.514321888 
 12/07  04:00:00,,,,,,,,,,340505063.0876903,0.0,5993994.517377965 
 12/07  05:00:00,,,,,,,,,,348817299.6623677,0.0,3339296.514321888 
 12/07  06:00:00,,,,,,,,,,352223262.1285834,0.0,3339296.514321888 
 12/07  07:00:00,,,,,,,,,,351026196.6914716,0.0,6241630.780328628 
 12/07  08:00:00,,,,,,,,,,265208688.9817068,0.0,6241611.863133528 
 12/07  09:00:00,,,,,,,,,,277586959.02114975,0.0,6407911.906237194 
 12/07  10:00:00,,,,,,,,,,251487713.2266401,0.0,6408487.890231207 
 12/07  11:00:00,,,,,,,,,,203803659.57371405,0.0,3339296.514321888 
 12/07  12:00:00,,,,,,,,,,176309934.0464959,0.0,3339296.514321888 
 12/07  13:00:00,,,,,,,,,,164768233.7717218,0.0,6069228.0258257445 
 12/07  14:00:00,,,,,,,,,,158981027.2920754,0.0,3339296.514321888 
 12/07  15:00:00,,,,,,,,,,161366426.95105633,0.0,6069154.381924372 
 12/07  16:00:00,,,,,,,,,,169955651.0471498,0.0,3339296.514321888 
 12/07  17:00:00,,,,,,,,,,208808797.6534269,0.0,6068600.39903714 
 12/07  18:00:00,,,,,,,,,,232512555.88534904,0.0,3339296.514321888 
 12/07  19:00:00,,,,,,,,,,246351823.40006167,0.0,6272901.53420385 
 12/07  20:00:00,,,,,,,,,,347082374.55091435,0.0,6272810.6939492915 
 12/07  21:00:00,,,,,,,,,,338716765.36381,0.0,6272364.067732586 
 12/07  22:00:00,,,,,,,,,,364004069.8107832,0.0,3741702.5041853376 
 12/07  23:00:00,,,,,,,,,,370960475.6472536,0.0,5839266.223845651 
 12/07  24:00:00,-2.1859375,-5.046875,-3.2498166947285267,13.5,144.21875,174.75187677415633,-19.84489246413167,33651978.87691556,0.0,371462869.82943624,0.0,6241574.053511225 
 12/08  01:00:00,,,,,,,,,,382264055.0498888,0.0,3339296.514321888 
 12/08  02:00:00,,,,,,,,,,391365943.6231869,0.0,3339296.514321888 
 12/08  03:00:00,,,,,,,,,,391478244.263891,0.0,5993785.7775094155 
 12/08  04:00:00,,,,,,,,,,398491263.57692057,0.0,3339296.514321888 
 12/08  05:00:00,,,,,,,,,,399786450.6573422,0.0,3339296.514321888 
 12/08  06:00:00,,,,,,,,,,403722401.2175292,0.0,5993905.907025192 
 12/08  07:00:00,,,,,,,,,,406665216.11628854,0.0,3339296.514321888 
 12/08  08:00:00,,,,,,,,,,297079619.22840136,0.0,6241231.794898212 
 12/08  09:00:00,,,,,,,,,,288449640.33480227,0.0,6407686.357420629 
 12/08  10:00:00,,,,,,,,,,272620536.54951864,0.0,6407849.071853017 
 12/08  11:00:00,,,,,,,,,,235943460.80631435,0.0,3339296.514321888 
 12/08  12:00:00,,,,,,,,,,191846426.56481576,0.0,6069136.178201623 
 12/08  13:00:00,,,,,,,,,,164901205.57254824,0.0,3339296.514321888 
 12/08  14:00:00,,,,,,,,,,158664910.88902047,0.0,6069174.484133571 
 12/08  15:00:00,,,,,,,,,,157751589.96216372,0.0,3339296.514321888 
 12/08  16:00:00,,,,,,,,,,159876357.74891225,0.0,5219294.350865408 
 12/08  17:00:00,,,,,,,,,,177078579.09026396,0.0,4188666.8371853353 
 12/08  18:00:00,,,,,,,,,,200818951.10544473,0.0,6272280.632880632 
 12/08  19:00:00,,,,,,,,,,211952020.0136469,0.0,4665371.910767144 
 12/08  20:00:00,,,,,,,,,,311742149.9130306,0.0,4945863.405116243 
 12/08  21:00:00,,,,,,,,,,336683700.8426035,0.0,6272491.009797858 
 12/08  22:00:00,,,,,,,,,,368430282.1821113,0.0,6241922.793600934 
 12/08  23:00:00,,,,,,,,,,364868114.7706458,0.0,4654656.216762958 
 12/08  24:00:00,-3.009375,-5.953645833333333,-4.099221064231028,13.359375,142.47916666666666,174.65101491229737,-19.945289223778936,33426445.736263845,0.0,379242232.0211158,0.0,4925922.76364741 
 12/09  01:00:00,,,,,,,,,,393561633.5507977,0.0,5660217.33040252 
 12/09  02:00:00,,,,,,,,,,390225145.17980826,0.0,3672777.6454543513 
 12/09  03:00:00,,,,,,,,,,385160747.2435145,0.0,3339296.514321888 
 12/09  04:00:00,,,,,,,,,,384647881.7255051,0.0,3339296.514321888 
 12/09  05:00:00,,,,,,,,,,390223427.6989148,0.0,5993998.634328436 
 12/09  06:00:00,,,,,,,,,,393082081.27800256,0.0,3339296.514321888 
 12/09  07:00:00,,,,,,,,,,397153640.79455894,0.0,6241831.853399841 
 12/09  08:00:00,,,,,,,,,,305019763.82152,0.0,3339296.514321888 
 12/09  09:00:00,,,,,,,,,,310954707.52485085,0.0,6408132.292100338 
 12/09  10:00:00,,,,,,,,,,271822769.7278162,0.0,6407706.743615409 
 12/09  11:00:00,,,,,,,,,,205097989.04109883,0.0,6068856.478521515 
 12/09  12:00:00,,,,,,,,,,162569717.48181826,0.0,3339296.514321888 
 12/09  13:00:00,,,,,,,,,,139335465.23939943,0.0,6069198.101400111 
 12/09  14:00:00,,,,,,,,,,123746746.48972777,0.0,3339296.514321888 
 12/09  15:00:00,,,,,,,,,,118032123.74380216,0.0,3339296.514321888 
 12/09  16:00:00,,,,,,,,,,130499477.9989335,0.0,6068833.004525362 
 12/09  17:00:00,,,,,,,,,,153702264.6823285,0.0,3339296.514321888 
 12/09  18:00:00,,,,,,,,,,170024391.61991572,0.0,6272620.190148698 
 12/09  19:00:00,,,,,,,,,,182545399.43456247,0.0,6272914.121965174 
 12/09  20:00:00,,,,,,,,,,300515163.7556286,0.0,6272823.3016632 
 12/09  21:00:00,,,,,,,,,,326132136.5474512,0.0,3339296.514321888 
 12/09  22:00:00,,,,,,,,,,357388197.40765136,0.0,6241430.619942604 
 12/09  23:00:00,,,,,,,,,,349551112.5788393,0.0,6241885.142460726 
 12/09  24:00:00,-2.296354166666667,-5.073437500000001,-3.218287819412818,13.151041666666666,140.015625,174.54825766104878,-20.0393638698332,35452301.22046522,0.0,347107981.21148187,0.0,5587668.055416933 
 12/10  01:00:00,,,,,,,,,,347663658.6076615,0.0,3936246.330525373 
 12/10  02:00:00,,,,,,,,,,359046992.92358243,0.0,3339296.514321888 
 12/10  03:00:00,,,,,,,,,,371264006.20977056,0.0,3339296.514321888 
 12/10  04:00:00,,,,,,,,,,368304803.8959986,0.0,5993989.07078792 
 12/10  05:00:00,,,,,,,,,,373711364.56747866,0.0,3339296.514321888 
 12/10  06:00:00,,,,,,,,,,372409329.6362597,0.0,3339296.514321888 
 12/10  07:00:00,,,,,,,,,,373885557.56557226,0.0,6241279.164669381 
 12/10  08:00:00,,,,,,,,,,283258765.1013323,0.0,6241968.564365921 
 12/10  09:00:00,,,,,,,,,,271936812.59882593,0.0,6178369.768776137 
 12/10  10:00:00,,,,,,,,,,251048813.1795944,0.0,5504664.475754783 
 12/10  11:00:00,,,,,,,,,,203980694.13919395,0.0,4345091.5583015755 
 12/10  12:00:00,,,,,,,,,,164332620.94464654,0.0,3339296.514321888 
 12/10  13:00:00,,,,,,,,,,144253128.1231755,0.0,6068869.532741219 
 12/10  14:00:00,,,,,,,,,,134710630.46933007,0.0,3339296.514321888 
 12/10  15:00:00,,,,,,,,,,135255035.00831288,0.0,6069196.76335822 
 12/10  16:00:00,,,,,,,,,,152180696.66445288,0.0,3339296.514321888 
 12/10  17:00:00,,,,,,,,,,175678097.74217713,0.0,5591736.691640771 
 12/10  18:00:00,,,,,,,,,,218628021.83266523,0.0,3852699.059070578 
 12/10  19:00:00,,,,,,,,,,232331021.4155149,0.0,6272200.404727787 
 12/10  20:00:00,,,,,,,,,,319678954.55255646,0.0,6272316.005664604 
 12/10  21:00:00,,,,,,,,,,311699609.6112201,0.0,6272782.606743047 
 12/10  22:00:00,,,,,,,,,,302450872.0716763,0.0,3339296.514321888 
 12/10  23:00:00,,,,,,,,,,296448454.10955346,0.0,6241495.369462922 
 12/10  24:00:00,-1.9161458333333339,-4.3999999999999995,-2.8822444150087,13.09375,135.80729166666666,174.44680911535593,-20.127072176781237,34106342.23238539,0.0,295214798.41995,0.0,6241774.676321503 
 12/11  01:00:00,,,,,,,,,,296108911.8068453,0.0,3339296.514321888 
 12/11  02:00:00,,,,,,,,,,275526744.9953025,0.0,3339296.514321888 
 12/11  03:00:00,,,,,,,,,,249635887.86895728,0.0,5993850.221347513 
 12/11  04:00:00,,,,,,,,,,231120215.13867593,0.0,3339296.514321888 
 12/11  05:00:00,,,,,,,,,,223433956.05153286,0.0,3339296.514321888 
 12/11  06:00:00,,,,,,,,,,233049157.78630286,0.0,3339296.514321888 
 12/11  07:00:00,,,,,,,,,,246241170.0846097,0.0,6241928.760431606 
 12/11  08:00:00,,,,,,,,,,157527676.59458143,0.0,6241276.166324064 
 12/11  09:00:00,,,,,,,,,,157994703.79959783,0.0,6408222.952513421 
 12/11  10:00:00,,,,,,,,,,153460664.56034794,0.0,6407732.726198943 
 12/11  11:00:00,,,,,,,,,,151205572.68282425,0.0,3339296.514321888 
 12/11  12:00:00,,,,,,,,,,149198780.56406453,0.0,6068656.878684971 
 12/11  13:00:00,,,,,,,,,,146700892.5895985,0.0,3339296.514321888 
 12/11  14:00:00,,,,,,,,,,145986899.89987856,0.0,3339296.514321888 
 12/11  15:00:00,,,,,,,,,,146079112.07490075,0.0,6069225.733208336 
 12/11  16:00:00,,,,,,,,,,144998464.36650956,0.0,3339296.514321888 
 12/11  17:00:00,,,,,,,,,,143225755.20291486,0.0,6069152.093831956 
 12/11  18:00:00,,,,,,,,,,138068760.63638481,0.0,5695370.550564267 
 12/11  19:00:00,,,,,,,,,,129706760.42168188,0.0,3916326.6211554664 
 12/11  20:00:00,,,,,,,,,,217244338.37809515,0.0,6272087.030758733 
 12/11  21:00:00,,,,,,,,,,207776931.10721228,0.0,6272342.053489495 
 12/11  22:00:00,,,,,,,,,,193262145.07794663,0.0,6241922.198945947 
 12/11  23:00:00,,,,,,,,,,175285367.97112882,0.0,3339296.514321888 
 12/11  24:00:00,2.3822916666666663,1.5010416666666666,2.0033806143966477,13.125,2.8333333333333335,174.34489922723594,-20.208372437954363,33650303.38571702,0.0,175173469.78901237,0.0,6241283.197181728 
 12/12  01:00:00,,,,,,,,,,185963728.53828806,0.0,3339296.514321888 
 12/12  02:00:00,,,,,,,,,,185307170.75025117,0.0,5993945.601782514 
 12/12  03:00:00,,,,,,,,,,201070252.30026618,0.0,3339296.514321888 
 12/12  04:00:00,,,,,,,,,,218086673.4479367,0.0,3339296.514321888 
 12/12  05:00:00,,,,,,,,,,228674782.4867975,0.0,3339296.514321888 
 12/12  06:00:00,,,,,,,,,,241201379.17068845,0.0,5993700.134155745 
 12/12  07:00:00,,,,,,,,,,247338136.56860977,0.0,3518869.272800811 
 12/12  08:00:00,,,,,,,,,,152414332.17311686,0.0,6061363.441714382 
 12/12  09:00:00,,,,,,,,,,156259482.4090271,0.0,6408472.601937521 
 12/12  10:00:00,,,,,,,,,,148682412.0596239,0.0,6408325.894128684 
 12/12  11:00:00,,,,,,,,,,133672452.43924896,0.0,4680006.165590117 
 12/12  12:00:00,,,,,,,,,,116922304.04332222,0.0,4727887.132559534 
 12/12  13:00:00,,,,,,,,,,105694470.75115532,0.0,3339296.514321888 
 12/12  14:00:00,,,,,,,,,,102038543.57403232,0.0,6069144.90953717 
 12/12  15:00:00,,,,,,,,,,115371708.59750025,0.0,3339296.514321888 
 12/12  16:00:00,,,,,,,,,,122653845.49449517,0.0,6069173.854943238 
 12/12  17:00:00,,,,,,,,,,120902456.96550041,0.0,3339296.514321888 
 12/12  18:00:00,,,,,,,,,,119131978.18348226,0.0,6272441.717886927 
 12/12  19:00:00,,,,,,,,,,119638983.83232109,0.0,6272947.780318414 
 12/12  20:00:00,,,,,,,,,,207306426.84065366,0.0,3339296.514321888 
 12/12  21:00:00,,,,,,,,,,195793680.73512203,0.0,6272856.973531827 
 12/12  22:00:00,,,,,,,,,,181305690.06611905,0.0,6241423.174329173 
 12/12  23:00:00,,,,,,,,,,160558645.25157782,0.0,6241899.959268702 
 12/12  24:00:00,3.7390625000000006,2.799479166666666,3.3110111477508233,16.875,2.6510416666666665,174.2414930454985,-20.28322551570147,33428709.809690803,0.0,142775338.8257657,0.0,3339296.514321888 
 12/13  01:00:00,,,,,,,,,,124472761.53773278,0.0,5993942.79335863 
 12/13  02:00:00,,,,,,,,,,107760111.5188205,0.0,3339296.514321888 
 12/13  03:00:00,,,,,,,,,,92140620.16948381,0.0,3339296.514321888 
 12/13  04:00:00,,,,,,,,,,82589604.10259755,0.0,3658555.533797046 
 12/13  05:00:00,,,,,,,,,,77124974.83889642,0.0,5674491.469164634 
 12/13  06:00:00,,,,,,,,,,74958950.34744212,0.0,3339296.514321888 
 12/13  07:00:00,,,,,,,,,,72885146.21775985,0.0,6241901.330574056 
 12/13  08:00:00,,,,,,,,,,0.0,0.0,4463893.622352791 
 12/13  09:00:00,,,,,,,,,,0.0,0.0,5503555.07916278 
 12/13  10:00:00,,,,,,,,,,0.0,0.0,6124372.339598831 
 12/13  11:00:00,,,,,,,,,,0.0,0.0,6069110.973633451 
 12/13  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 12/13  13:00:00,,,,,,,,,,0.0,0.0,6068595.413574275 
 12/13  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
